KRW-ETC
                         open      high       low     close        volume         value
2017-09-25 09:00:00   11900.0   12200.0   11800.0   12100.0  2.120000e-02  2.554850e+02
2017-09-26 09:00:00   12150.0   13600.0   12050.0   12850.0  5.170000e-02  6.521700e+02
2017-09-27 09:00:00   12750.0   14550.0   12700.0   14250.0  5.020000e-02  6.802800e+02
2017-09-28 09:00:00   14250.0   15600.0   13900.0   14500.0  4.980000e-02  7.187400e+02
2017-09-29 09:00:00   14500.0   15150.0   13650.0   14150.0  5.230000e-02  7.457400e+02
2017-09-30 09:00:00   14150.0   14950.0   14150.0   14750.0  5.250000e-02  7.714600e+02
2017-10-01 09:00:00   14750.0   14900.0   14350.0   14550.0  5.240000e-02  7.625800e+02
2017-10-02 09:00:00   14550.0   14750.0   14100.0   14150.0  5.240000e-02  7.564100e+02
2017-10-03 09:00:00   14250.0   14300.0   13400.0   14150.0  4.880000e-02  6.779450e+02
2017-10-04 09:00:00   14150.0   14350.0   13600.0   13700.0  4.650000e-02  6.469350e+02
2017-10-05 09:00:00   13650.0   13950.0   13350.0   13600.0  4.540000e-02  6.174100e+02
2017-10-06 09:00:00   13600.0   14200.0   13500.0   14150.0  4.990000e-02  6.916100e+02
2017-10-07 09:00:00   14200.0   14250.0   13700.0   14050.0  5.210000e-02  7.243300e+02
2017-10-08 09:00:00   14050.0   14150.0   13450.0   13700.0  5.190000e-02  7.216350e+02
2017-10-09 09:00:00   13750.0   13900.0   12800.0   13000.0  5.190000e-02  7.015600e+02
2017-10-10 09:00:00   13100.0   13350.0   12800.0   13100.0  5.150000e-02  6.763250e+02
2017-10-11 09:00:00   13200.0   13350.0   12950.0   13200.0  5.130000e-02  6.743650e+02
2017-10-12 09:00:00   13200.0   13750.0   12900.0   13700.0  5.120000e-02  6.832650e+02
2017-10-13 09:00:00   13600.0   14150.0   13150.0   13800.0  5.110000e-02  6.984100e+02
2017-10-14 09:00:00   13750.0   14200.0   13500.0   13800.0  5.160000e-02  7.122000e+02
2017-10-15 09:00:00   13850.0   14200.0   13100.0   13500.0  5.140000e-02  6.986800e+02
2017-10-16 09:00:00   13400.0   13750.0   13200.0   13350.0  5.030000e-02  6.770650e+02
2017-10-17 09:00:00   13450.0   14300.0   13200.0   13500.0  5.930000e-02  8.050350e+02
2017-10-18 09:00:00   13550.0   13650.0   12400.0   13200.0  8.101950e+01  1.041858e+06
2017-10-19 09:00:00   13250.0   13300.0   12600.0   12900.0  2.350000e+02  3.041000e+06
