date , open, high, low, close, volume, high%, low%, close%
440 2018-12-09 Sun , 3877000.0 , 4120000.0 , 3832000.0 , 4013000.0 , 6483.95165173 , 6.268% , -1.161% , 3.508%
441 2018-12-10 Mon , 4013000.0 , 4075000.0 , 3838000.0 , 3895000.0 , 6046.32716932 , 1.545% , -4.361% , -2.940%
442 2018-12-11 Tue , 3893000.0 , 3924000.0 , 3764000.0 , 3822000.0 , 6669.04649885 , 0.796% , -3.314% , -1.824%
443 2018-12-12 Wed , 3822000.0 , 3929000.0 , 3792000.0 , 3888000.0 , 5659.62569846 , 2.800% , -0.785% , 1.727%
444 2018-12-13 Thu , 3889000.0 , 3900000.0 , 3693000.0 , 3721000.0 , 5314.52909104 , 0.283% , -5.040% , -4.320%
445 2018-12-14 Fri , 3721000.0 , 3777000.0 , 3595000.0 , 3642000.0 , 5889.21194184 , 1.505% , -3.386% , -2.123%
446 2018-12-15 Sat , 3641000.0 , 3685000.0 , 3562000.0 , 3619000.0 , 4034.72846031 , 1.208% , -2.170% , -0.604%
447 2018-12-16 Sun , 3620000.0 , 3700000.0 , 3612000.0 , 3637000.0 , 3542.84499551 , 2.210% , -0.221% , 0.470%
448 2018-12-17 Mon , 3636000.0 , 3973000.0 , 3625000.0 , 3923000.0 , 9103.62714974 , 9.268% , -0.303% , 7.893%
449 2018-12-18 Tue , 3921000.0 , 4110000.0 , 3848000.0 , 4088000.0 , 7666.87337544 , 4.820% , -1.862% , 4.259%
450 2018-12-19 Wed , 4092000.0 , 4400000.0 , 4054000.0 , 4124000.0 , 12333.94328952 , 7.527% , -0.929% , 0.782%
451 2018-12-20 Thu , 4127000.0 , 4637000.0 , 4090000.0 , 4552000.0 , 16481.71245495 , 12.358% , -0.897% , 10.298%
452 2018-12-21 Fri , 4552000.0 , 4733000.0 , 4243000.0 , 4333000.0 , 16822.18191833 , 3.976% , -6.788% , -4.811%
453 2018-12-22 Sat , 4333000.0 , 4494000.0 , 4272000.0 , 4464000.0 , 7007.24216643 , 3.716% , -1.408% , 3.023%
454 2018-12-23 Sun , 4465000.0 , 4549000.0 , 4369000.0 , 4439000.0 , 7458.50412788 , 1.881% , -2.150% , -0.582%
455 2018-12-24 Mon , 4436000.0 , 4700000.0 , 4425000.0 , 4539000.0 , 11018.72955822 , 5.951% , -0.248% , 2.322%
456 2018-12-25 Tue , 4537000.0 , 4553000.0 , 4138000.0 , 4243000.0 , 8603.02466497 , 0.353% , -8.794% , -6.480%
457 2018-12-26 Wed , 4243000.0 , 4349000.0 , 4157000.0 , 4293000.0 , 7965.54551542 , 2.498% , -2.027% , 1.178%
458 2018-12-27 Thu , 4292000.0 , 4334000.0 , 4062000.0 , 4124000.0 , 6387.12492085 , 0.979% , -5.359% , -3.914%
459 2018-12-28 Fri , 4127000.0 , 4380000.0 , 4043000.0 , 4338000.0 , 9044.90073346 , 6.130% , -2.035% , 5.113%
460 2018-12-29 Sat , 4338000.0 , 4388000.0 , 4166000.0 , 4200000.0 , 5249.20699964 , 1.153% , -3.965% , -3.181%
461 2018-12-30 Sun , 4190000.0 , 4335000.0 , 4153000.0 , 4291000.0 , 4820.06273912 , 3.461% , -0.883% , 2.411%
462 2018-12-31 Mon , 4294000.0 , 4322000.0 , 4129000.0 , 4200000.0 , 4319.65438521 , 0.652% , -3.843% , -2.189%
463 2019-01-01 Tue , 4200000.0 , 4297000.0 , 4130000.0 , 4288000.0 , 3806.56039475 , 2.310% , -1.667% , 2.095%
464 2019-01-02 Wed , 4288000.0 , 4366000.0 , 4241000.0 , 4347000.0 , 5413.33304643 , 1.819% , -1.096% , 1.376%
465 2019-01-03 Thu , 4348000.0 , 4360000.0 , 4251000.0 , 4284000.0 , 4683.66209758 , 0.276% , -2.231% , -1.472%
466 2019-01-04 Fri , 4285000.0 , 4328000.0 , 4231000.0 , 4303000.0 , 5455.72943421 , 1.004% , -1.260% , 0.420%
467 2019-01-05 Sat , 4304000.0 , 4345000.0 , 4270000.0 , 4294000.0 , 3332.94892431 , 0.953% , -0.790% , -0.232%
468 2019-01-06 Sun , 4294000.0 , 4551000.0 , 4270000.0 , 4520000.0 , 4835.56400675 , 5.985% , -0.559% , 5.263%
469 2019-01-07 Mon , 4519000.0 , 4550000.0 , 4450000.0 , 4499000.0 , 4307.10019813 , 0.686% , -1.527% , -0.443%
470 2019-01-08 Tue , 4498000.0 , 4577000.0 , 4420000.0 , 4480000.0 , 5089.28053387 , 1.756% , -1.734% , -0.400%
471 2019-01-09 Wed , 4481000.0 , 4510000.0 , 4431000.0 , 4458000.0 , 4477.80053429 , 0.647% , -1.116% , -0.513%
472 2019-01-10 Thu , 4460000.0 , 4487000.0 , 4060000.0 , 4087000.0 , 10233.89728557 , 0.605% , -8.969% , -8.363%
473 2019-01-11 Fri , 4086000.0 , 4149000.0 , 4029000.0 , 4101000.0 , 5325.27940583 , 1.542% , -1.395% , 0.367%
474 2019-01-12 Sat , 4101000.0 , 4140000.0 , 4043000.0 , 4098000.0 , 3247.57216084 , 0.951% , -1.414% , -0.073%
475 2019-01-13 Sun , 4098000.0 , 4102000.0 , 3940000.0 , 3963000.0 , 3318.31923108 , 0.098% , -3.856% , -3.294%
476 2019-01-14 Mon , 3966000.0 , 4141000.0 , 3951000.0 , 4098000.0 , 4950.8678849 , 4.413% , -0.378% , 3.328%
477 2019-01-15 Tue , 4098000.0 , 4116000.0 , 4002000.0 , 4034000.0 , 4819.99157761 , 0.439% , -2.343% , -1.562%
478 2019-01-16 Wed , 4034000.0 , 4100000.0 , 4014000.0 , 4052000.0 , 5635.84626852 , 1.636% , -0.496% , 0.446%
479 2019-01-17 Thu , 4052000.0 , 4088000.0 , 4002000.0 , 4075000.0 , 5735.32175195 , 0.888% , -1.234% , 0.568%
480 2019-01-18 Fri , 4075000.0 , 4080000.0 , 4022000.0 , 4046000.0 , 4470.59388512 , 0.123% , -1.301% , -0.712%
481 2019-01-19 Sat , 4048000.0 , 4188000.0 , 4040000.0 , 4115000.0 , 4320.72451794 , 3.458% , -0.198% , 1.655%
482 2019-01-20 Sun , 4115000.0 , 4135000.0 , 3913000.0 , 3984000.0 , 4635.17392144 , 0.486% , -4.909% , -3.183%
483 2019-01-21 Mon , 3985000.0 , 4001000.0 , 3937000.0 , 3973000.0 , 4739.10320572 , 0.402% , -1.205% , -0.301%
484 2019-01-22 Tue , 3973000.0 , 4045000.0 , 3886000.0 , 4013000.0 , 6366.1518058 , 1.812% , -2.190% , 1.007%
485 2019-01-23 Wed , 4013000.0 , 4029000.0 , 3973000.0 , 3996000.0 , 4397.65303735 , 0.399% , -0.997% , -0.424%
486 2019-01-24 Thu , 3997000.0 , 4000000.0 , 3941000.0 , 3983000.0 , 4413.84065077 , 0.075% , -1.401% , -0.350%
487 2019-01-25 Fri , 3982000.0 , 3994000.0 , 3911000.0 , 3957000.0 , 4594.53577314 , 0.301% , -1.783% , -0.628%
488 2019-01-26 Sat , 3957000.0 , 4039000.0 , 3934000.0 , 3963000.0 , 3770.71441776 , 2.072% , -0.581% , 0.152%
489 2019-01-27 Sun , 3963000.0 , 3975000.0 , 3900000.0 , 3951000.0 , 2879.05223312 , 0.303% , -1.590% , -0.303%
490 2019-01-28 Mon , 3950000.0 , 3952000.0 , 3775000.0 , 3828000.0 , 5807.39699502 , 0.051% , -4.430% , -3.089%
491 2019-01-29 Tue , 3828000.0 , 3841000.0 , 3730000.0 , 3795000.0 , 4037.5905587 , 0.340% , -2.560% , -0.862%
492 2019-01-30 Wed , 3796000.0 , 3855000.0 , 3769000.0 , 3810000.0 , 7619.50824424 , 1.554% , -0.711% , 0.369%
493 2019-01-31 Thu , 3810000.0 , 3845000.0 , 3752000.0 , 3775000.0 , 5907.05089757 , 0.919% , -1.522% , -0.919%
494 2019-02-01 Fri , 3775000.0 , 3825000.0 , 3735000.0 , 3816000.0 , 3535.66565154 , 1.325% , -1.060% , 1.086%
495 2019-02-02 Sat , 3816000.0 , 3870000.0 , 3796000.0 , 3855000.0 , 2189.96461132 , 1.415% , -0.524% , 1.022%
496 2019-02-03 Sun , 3853000.0 , 3861000.0 , 3794000.0 , 3821000.0 , 2089.51667463 , 0.208% , -1.531% , -0.831%
497 2019-02-04 Mon , 3821000.0 , 3849000.0 , 3792000.0 , 3822000.0 , 2847.99607841 , 0.733% , -0.759% , 0.026%
498 2019-02-05 Tue , 3822000.0 , 3845000.0 , 3814000.0 , 3835000.0 , 3536.64920363 , 0.602% , -0.209% , 0.340%
499 2019-02-06 Wed , 3835000.0 , 3844000.0 , 3756000.0 , 3791000.0 , 4564.88792233 , 0.235% , -2.060% , -1.147%
500 2019-02-07 Thu , 3791000.0 , 3800000.0 , 3776000.0 , 3783000.0 , 4630.81677589 , 0.237% , -0.396% , -0.211%
501 2019-02-08 Fri , 3783000.0 , 4075000.0 , 3768000.0 , 4009000.0 , 8694.60592483 , 7.719% , -0.397% , 5.974%
502 2019-02-09 Sat , 4007000.0 , 4038000.0 , 3968000.0 , 3998000.0 , 4099.33222543 , 0.774% , -0.973% , -0.225%
503 2019-02-10 Sun , 3997000.0 , 4030000.0 , 3937000.0 , 4023000.0 , 4852.85159907 , 0.826% , -1.501% , 0.650%
504 2019-02-11 Mon , 4023000.0 , 4035000.0 , 3962000.0 , 3986000.0 , 3690.35442515 , 0.298% , -1.516% , -0.920%
505 2019-02-12 Tue , 3986000.0 , 4020000.0 , 3957000.0 , 3981000.0 , 3922.74039034 , 0.853% , -0.728% , -0.125%
506 2019-02-13 Wed , 3980000.0 , 4017000.0 , 3962000.0 , 3983000.0 , 3675.48976826 , 0.930% , -0.452% , 0.075%
507 2019-02-14 Thu , 3983000.0 , 3992000.0 , 3967000.0 , 3984000.0 , 2817.99053119 , 0.226% , -0.402% , 0.025%
508 2019-02-15 Fri , 3983000.0 , 4039000.0 , 3979000.0 , 3986000.0 , 4199.89299262 , 1.406% , -0.100% , 0.075%
509 2019-02-16 Sat , 3983000.0 , 4030000.0 , 3982000.0 , 4002000.0 , 4941.13288261 , 1.180% , -0.025% , 0.477%
510 2019-02-17 Sun , 4002000.0 , 4094000.0 , 3986000.0 , 4040000.0 , 6462.47621724 , 2.299% , -0.400% , 0.950%
511 2019-02-18 Mon , 4040000.0 , 4260000.0 , 4027000.0 , 4236000.0 , 9883.41843537 , 5.446% , -0.322% , 4.851%
512 2019-02-19 Tue , 4236000.0 , 4338000.0 , 4150000.0 , 4259000.0 , 9217.25757906 , 2.408% , -2.030% , 0.543%
513 2019-02-20 Wed , 4259000.0 , 4333000.0 , 4219000.0 , 4315000.0 , 5067.51108128 , 1.737% , -0.939% , 1.315%
514 2019-02-21 Thu , 4315000.0 , 4398000.0 , 4291000.0 , 4328000.0 , 7641.80816629 , 1.924% , -0.556% , 0.301%
515 2019-02-22 Fri , 4327000.0 , 4369000.0 , 4319000.0 , 4346000.0 , 4028.81050111 , 0.971% , -0.185% , 0.439%
516 2019-02-23 Sat , 4344000.0 , 4494000.0 , 4319000.0 , 4479000.0 , 4954.50746453 , 3.453% , -0.576% , 3.108%
517 2019-02-24 Sun , 4479000.0 , 4554000.0 , 4165000.0 , 4178000.0 , 10822.98110481 , 1.674% , -7.010% , -6.720%
518 2019-02-25 Mon , 4178000.0 , 4265000.0 , 4177000.0 , 4255000.0 , 7140.02952849 , 2.082% , -0.024% , 1.843%
519 2019-02-26 Tue , 4255000.0 , 4266000.0 , 4206000.0 , 4228000.0 , 6237.94973547 , 0.259% , -1.152% , -0.635%
520 2019-02-27 Wed , 4229000.0 , 4271000.0 , 4145000.0 , 4259000.0 , 6561.25383115 , 0.993% , -1.986% , 0.709%
521 2019-02-28 Thu , 4259000.0 , 4321000.0 , 4201000.0 , 4240000.0 , 7139.12200606 , 1.456% , -1.362% , -0.446%
522 2019-03-01 Fri , 4240000.0 , 4265000.0 , 4230000.0 , 4248000.0 , 3231.98857514 , 0.590% , -0.236% , 0.189%
523 2019-03-02 Sat , 4248000.0 , 4267000.0 , 4205000.0 , 4253000.0 , 2997.96422112 , 0.447% , -1.012% , 0.118%
524 2019-03-03 Sun , 4253000.0 , 4262000.0 , 4215000.0 , 4239000.0 , 2857.93732777 , 0.212% , -0.893% , -0.329%
525 2019-03-04 Mon , 4239000.0 , 4257000.0 , 4120000.0 , 4155000.0 , 6152.05869422 , 0.425% , -2.807% , -1.982%
526 2019-03-05 Tue , 4155000.0 , 4264000.0 , 4132000.0 , 4249000.0 , 7840.0875585 , 2.623% , -0.554% , 2.262%
527 2019-03-06 Wed , 4248000.0 , 4297000.0 , 4210000.0 , 4260000.0 , 5280.01187718 , 1.153% , -0.895% , 0.282%
528 2019-03-07 Thu , 4260000.0 , 4308000.0 , 4258000.0 , 4289000.0 , 5130.4641732 , 1.127% , -0.047% , 0.681%
529 2019-03-08 Fri , 4289000.0 , 4358000.0 , 4234000.0 , 4310000.0 , 10012.80844409 , 1.609% , -1.282% , 0.490%
530 2019-03-09 Sat , 4310000.0 , 4396000.0 , 4287000.0 , 4352000.0 , 9813.71927923 , 1.995% , -0.534% , 0.974%
531 2019-03-10 Sun , 4350000.0 , 4353000.0 , 4306000.0 , 4336000.0 , 7251.47664633 , 0.069% , -1.011% , -0.322%
532 2019-03-11 Mon , 4336000.0 , 4374000.0 , 4292000.0 , 4337000.0 , 10955.38444468 , 0.876% , -1.015% , 0.023%
533 2019-03-12 Tue , 4336000.0 , 4362000.0 , 4269000.0 , 4326000.0 , 10293.99529849 , 0.600% , -1.545% , -0.231%
534 2019-03-13 Wed , 4326000.0 , 4369000.0 , 4294000.0 , 4325000.0 , 8246.29814077 , 0.994% , -0.740% , -0.023%
535 2019-03-14 Thu , 4325000.0 , 4388000.0 , 4285000.0 , 4337000.0 , 9702.14149201 , 1.457% , -0.925% , 0.277%
536 2019-03-15 Fri , 4337000.0 , 4382000.0 , 4325000.0 , 4359000.0 , 7102.63937061 , 1.038% , -0.277% , 0.507%
537 2019-03-16 Sat , 4360000.0 , 4492000.0 , 4354000.0 , 4445000.0 , 5146.01355993 , 3.028% , -0.138% , 1.950%
538 2019-03-17 Sun , 4445000.0 , 4448000.0 , 4384000.0 , 4425000.0 , 4051.52761754 , 0.067% , -1.372% , -0.450%
539 2019-03-18 Mon , 4425000.0 , 4484000.0 , 4415000.0 , 4458000.0 , 9501.14160892 , 1.333% , -0.226% , 0.746%
540 2019-03-19 Tue , 4457000.0 , 4496000.0 , 4442000.0 , 4486000.0 , 6628.55821296 , 0.875% , -0.337% , 0.651%
541 2019-03-20 Wed , 4486000.0 , 4535000.0 , 4457000.0 , 4533000.0 , 7162.39960891 , 1.092% , -0.646% , 1.048%
542 2019-03-21 Thu , 4533000.0 , 4563000.0 , 4411000.0 , 4491000.0 , 9074.41770787 , 0.662% , -2.691% , -0.927%
543 2019-03-22 Fri , 4491000.0 , 4514000.0 , 4471000.0 , 4490000.0 , 5767.56572806 , 0.512% , -0.445% , -0.022%
544 2019-03-23 Sat , 4489000.0 , 4535000.0 , 4481000.0 , 4507000.0 , 4010.8007386 , 1.025% , -0.178% , 0.401%
545 2019-03-24 Sun , 4505000.0 , 4539000.0 , 4492000.0 , 4525000.0 , 6141.26696193 , 0.755% , -0.289% , 0.444%
546 2019-03-25 Mon , 4526000.0 , 4548000.0 , 4425000.0 , 4487000.0 , 9560.22460821 , 0.486% , -2.232% , -0.862%
547 2019-03-26 Tue , 4487000.0 , 4494000.0 , 4420000.0 , 4493000.0 , 7150.76182259 , 0.156% , -1.493% , 0.134%
548 2019-03-27 Wed , 4493000.0 , 4553000.0 , 4477000.0 , 4548000.0 , 6801.09104325 , 1.335% , -0.356% , 1.224%
549 2019-03-28 Thu , 4548000.0 , 4592000.0 , 4525000.0 , 4550000.0 , 8955.6799217 , 0.967% , -0.506% , 0.044%
550 2019-03-29 Fri , 4550000.0 , 4676000.0 , 4548000.0 , 4641000.0 , 8584.39564075 , 2.769% , -0.044% , 2.000%
551 2019-03-30 Sat , 4642000.0 , 4680000.0 , 4533000.0 , 4636000.0 , 7117.93320635 , 0.819% , -2.348% , -0.129%
552 2019-03-31 Sun , 4636000.0 , 4670000.0 , 4618000.0 , 4661000.0 , 7660.19035262 , 0.733% , -0.388% , 0.539%
553 2019-04-01 Mon , 4661000.0 , 4760000.0 , 4621000.0 , 4711000.0 , 13066.44049624 , 2.124% , -0.858% , 1.073%
554 2019-04-02 Tue , 4711000.0 , 5525000.0 , 4706000.0 , 5411000.0 , 35779.36962198 , 17.279% , -0.106% , 14.859%
555 2019-04-03 Wed , 5411000.0 , 5864000.0 , 5367000.0 , 5594000.0 , 23006.90185268 , 8.372% , -0.813% , 3.382%
556 2019-04-04 Thu , 5601000.0 , 5718000.0 , 5452000.0 , 5571000.0 , 11968.33556833 , 2.089% , -2.660% , -0.536%
557 2019-04-05 Fri , 5567000.0 , 5722000.0 , 5559000.0 , 5685000.0 , 12728.86348074 , 2.784% , -0.144% , 2.120%
558 2019-04-06 Sat , 5685000.0 , 5975000.0 , 5641000.0 , 5793000.0 , 10079.33500166 , 5.101% , -0.774% , 1.900%
559 2019-04-07 Sun , 5793000.0 , 5950000.0 , 5757000.0 , 5910000.0 , 8606.56750049 , 2.710% , -0.621% , 2.020%
560 2019-04-08 Mon , 5910000.0 , 6104000.0 , 5841000.0 , 6091000.0 , 11262.5617768 , 3.283% , -1.168% , 3.063%
561 2019-04-09 Tue , 6091000.0 , 6092000.0 , 5939000.0 , 6000000.0 , 7547.51871099 , 0.016% , -2.495% , -1.494%
562 2019-04-10 Wed , 6001000.0 , 6250000.0 , 5999000.0 , 6166000.0 , 8318.97682643 , 4.149% , -0.033% , 2.750%
563 2019-04-11 Thu , 6166000.0 , 6196000.0 , 5800000.0 , 5860000.0 , 14323.59630125 , 0.487% , -5.936% , -4.963%
564 2019-04-12 Fri , 5860000.0 , 5927000.0 , 5650000.0 , 5897000.0 , 8432.76271085 , 1.143% , -3.584% , 0.631%
565 2019-04-13 Sat , 5896000.0 , 5932000.0 , 5822000.0 , 5889000.0 , 4226.05326009 , 0.611% , -1.255% , -0.119%
566 2019-04-14 Sun , 5889000.0 , 5998000.0 , 5828000.0 , 5958000.0 , 4218.82004407 , 1.851% , -1.036% , 1.172%
567 2019-04-15 Mon , 5958000.0 , 6025000.0 , 5840000.0 , 5860000.0 , 8101.81650803 , 1.125% , -1.981% , -1.645%
568 2019-04-16 Tue , 5860000.0 , 6034000.0 , 5772000.0 , 6024000.0 , 7498.73648699 , 2.969% , -1.502% , 2.799%
569 2019-04-17 Wed , 6024000.0 , 6080000.0 , 5971000.0 , 6004000.0 , 5946.73096896 , 0.930% , -0.880% , -0.332%
570 2019-04-18 Thu , 6004000.0 , 6094000.0 , 5998000.0 , 6070000.0 , 8489.43472618 , 1.499% , -0.100% , 1.099%
571 2019-04-19 Fri , 6070000.0 , 6147000.0 , 5991000.0 , 6087000.0 , 6350.20410717 , 1.269% , -1.301% , 0.280%
572 2019-04-20 Sat , 6086000.0 , 6156000.0 , 6079000.0 , 6141000.0 , 3994.04389513 , 1.150% , -0.115% , 0.904%
573 2019-04-21 Sun , 6138000.0 , 6177000.0 , 6047000.0 , 6145000.0 , 5971.98194427 , 0.635% , -1.483% , 0.114%
574 2019-04-22 Mon , 6145000.0 , 6276000.0 , 6092000.0 , 6237000.0 , 6659.99298085 , 2.132% , -0.862% , 1.497%
575 2019-04-23 Tue , 6237000.0 , 6549000.0 , 6219000.0 , 6450000.0 , 10869.22891599 , 5.002% , -0.289% , 3.415%
576 2019-04-24 Wed , 6449000.0 , 6566000.0 , 6288000.0 , 6415000.0 , 11844.50070092 , 1.814% , -2.497% , -0.527%
577 2019-04-25 Thu , 6415000.0 , 6448000.0 , 6082000.0 , 6120000.0 , 8244.90323779 , 0.514% , -5.191% , -4.599%
578 2019-04-26 Fri , 6120000.0 , 6347000.0 , 6010000.0 , 6137000.0 , 10592.33130941 , 3.709% , -1.797% , 0.278%
579 2019-04-27 Sat , 6139000.0 , 6164000.0 , 6080000.0 , 6114000.0 , 3095.99607482 , 0.407% , -0.961% , -0.407%
580 2019-04-28 Sun , 6115000.0 , 6188000.0 , 6089000.0 , 6138000.0 , 3983.08641683 , 1.194% , -0.425% , 0.376%
581 2019-04-29 Mon , 6138000.0 , 6159000.0 , 5963000.0 , 6029000.0 , 5702.959786 , 0.342% , -2.851% , -1.776%
582 2019-04-30 Tue , 6030000.0 , 6160000.0 , 6007000.0 , 6117000.0 , 5325.66521626 , 2.156% , -0.381% , 1.443%
583 2019-05-01 Wed , 6117000.0 , 6198000.0 , 6107000.0 , 6192000.0 , 3938.46440095 , 1.324% , -0.163% , 1.226%
584 2019-05-02 Thu , 6193000.0 , 6378000.0 , 6165000.0 , 6327000.0 , 5239.96342431 , 2.987% , -0.452% , 2.164%
585 2019-05-03 Fri , 6327000.0 , 6716000.0 , 6300000.0 , 6596000.0 , 11092.57495268 , 6.148% , -0.427% , 4.252%
586 2019-05-04 Sat , 6596000.0 , 6759000.0 , 6452000.0 , 6719000.0 , 6998.19026783 , 2.471% , -2.183% , 1.865%
587 2019-05-05 Sun , 6718000.0 , 6731000.0 , 6607000.0 , 6704000.0 , 3199.97736446 , 0.194% , -1.652% , -0.208%
588 2019-05-06 Mon , 6703000.0 , 6712000.0 , 6573000.0 , 6620000.0 , 3956.9602345 , 0.134% , -1.939% , -1.238%
589 2019-05-07 Tue , 6620000.0 , 6930000.0 , 6618000.0 , 6753000.0 , 7375.75047151 , 4.683% , -0.030% , 2.009%
590 2019-05-08 Wed , 6752000.0 , 6959000.0 , 6670000.0 , 6959000.0 , 5646.19320357 , 3.066% , -1.214% , 3.066%
591 2019-05-09 Thu , 6952000.0 , 7299000.0 , 6943000.0 , 7273000.0 , 9562.19350399 , 4.991% , -0.129% , 4.617%
592 2019-05-10 Fri , 7272000.0 , 7588000.0 , 7228000.0 , 7495000.0 , 10597.21131677 , 4.345% , -0.605% , 3.067%
593 2019-05-11 Sat , 7495000.0 , 8551000.0 , 7491000.0 , 8368000.0 , 24016.23318105 , 14.089% , -0.053% , 11.648%
594 2019-05-12 Sun , 8370000.0 , 8807000.0 , 7950000.0 , 8170000.0 , 21060.149816 , 5.221% , -5.018% , -2.389%
595 2019-05-13 Mon , 8166000.0 , 9518000.0 , 8064000.0 , 9230000.0 , 26618.70635664 , 16.556% , -1.249% , 13.030%
596 2019-05-14 Tue , 9235000.0 , 9907000.0 , 9100000.0 , 9499000.0 , 25056.33445661 , 7.277% , -1.462% , 2.859%
597 2019-05-15 Wed , 9499000.0 , 9757000.0 , 9220000.0 , 9606000.0 , 17857.0863588 , 2.716% , -2.937% , 1.126%
598 2019-05-16 Thu , 9606000.0 , 9842000.0 , 9247000.0 , 9465000.0 , 17057.02756153 , 2.457% , -3.737% , -1.468%
599 2019-05-17 Fri , 9465000.0 , 9557000.0 , 8360000.0 , 8891000.0 , 22071.33565071 , 0.972% , -11.675% , -6.064%
600 2019-05-18 Sat , 8891000.0 , 9232000.0 , 8684000.0 , 8823000.0 , 11615.27700105 , 3.835% , -2.328% , -0.765%
601 2019-05-19 Sun , 8819000.0 , 9809000.0 , 8810000.0 , 9712000.0 , 16388.29983101 , 11.226% , -0.102% , 10.126%
602 2019-05-20 Mon , 9712000.0 , 9713000.0 , 9200000.0 , 9581000.0 , 11458.02697678 , 0.010% , -5.272% , -1.349%
603 2019-05-21 Tue , 9581000.0 , 9646000.0 , 9402000.0 , 9509000.0 , 9783.22266274 , 0.678% , -1.868% , -0.751%
604 2019-05-22 Wed , 9509000.0 , 9611000.0 , 9220000.0 , 9309000.0 , 8874.09362343 , 1.073% , -3.039% , -2.103%
605 2019-05-23 Thu , 9304000.0 , 9593000.0 , 9003000.0 , 9491000.0 , 9626.42743604 , 3.106% , -3.235% , 2.010%
606 2019-05-24 Fri , 9491000.0 , 9700000.0 , 9346000.0 , 9580000.0 , 8929.98092211 , 2.202% , -1.528% , 0.938%
607 2019-05-25 Sat , 9583000.0 , 9658000.0 , 9510000.0 , 9594000.0 , 4423.41467288 , 0.783% , -0.762% , 0.115%
608 2019-05-26 Sun , 9594000.0 , 10470000.0 , 9386000.0 , 10299000.0 , 11097.02673955 , 9.131% , -2.168% , 7.348%
609 2019-05-27 Mon , 10297000.0 , 10610000.0 , 10240000.0 , 10376000.0 , 12067.23805525 , 3.040% , -0.554% , 0.767%
610 2019-05-28 Tue , 10372000.0 , 10436000.0 , 10200000.0 , 10333000.0 , 6739.85220975 , 0.617% , -1.658% , -0.376%
611 2019-05-29 Wed , 10332000.0 , 10500000.0 , 10060000.0 , 10325000.0 , 8371.07028924 , 1.626% , -2.633% , -0.068%
612 2019-05-30 Thu , 10325000.0 , 10815000.0 , 9911000.0 , 10120000.0 , 14079.82620793 , 4.746% , -4.010% , -1.985%
613 2019-05-31 Fri , 10113000.0 , 10394000.0 , 9881000.0 , 10383000.0 , 9590.30573478 , 2.779% , -2.294% , 2.670%
614 2019-06-01 Sat , 10383000.0 , 10400000.0 , 10228000.0 , 10350000.0 , 5514.70590256 , 0.164% , -1.493% , -0.318%
615 2019-06-02 Sun , 10350000.0 , 10599000.0 , 10340000.0 , 10505000.0 , 6868.79564903 , 2.406% , -0.097% , 1.498%
616 2019-06-03 Mon , 10505000.0 , 10509000.0 , 9990000.0 , 9999000.0 , 8905.52487849 , 0.038% , -4.902% , -4.817%
617 2019-06-04 Tue , 9999000.0 , 10017000.0 , 9230000.0 , 9486000.0 , 13615.31195031 , 0.180% , -7.691% , -5.131%
618 2019-06-05 Wed , 9487000.0 , 9826000.0 , 9326000.0 , 9583000.0 , 11685.99256793 , 3.573% , -1.697% , 1.012%
619 2019-06-06 Thu , 9583000.0 , 9644000.0 , 9172000.0 , 9495000.0 , 6689.69736357 , 0.637% , -4.289% , -0.918%
620 2019-06-07 Fri , 9495000.0 , 9830000.0 , 9388000.0 , 9749000.0 , 7875.53016935 , 3.528% , -1.127% , 2.675%
621 2019-06-08 Sat , 9751000.0 , 9825000.0 , 9601000.0 , 9733000.0 , 4779.91352376 , 0.759% , -1.538% , -0.185%
622 2019-06-09 Sun , 9745000.0 , 9784000.0 , 9381000.0 , 9474000.0 , 5372.7306867 , 0.400% , -3.735% , -2.781%
623 2019-06-10 Mon , 9477000.0 , 9789000.0 , 9284000.0 , 9731000.0 , 6749.56912781 , 3.292% , -2.037% , 2.680%
624 2019-06-11 Tue , 9732000.0 , 9789000.0 , 9470000.0 , 9587000.0 , 5510.10969543 , 0.586% , -2.692% , -1.490%
625 2019-06-12 Wed , 9587000.0 , 9869000.0 , 9505000.0 , 9803000.0 , 7049.16366521 , 2.941% , -0.855% , 2.253%
626 2019-06-13 Thu , 9803000.0 , 10028000.0 , 9705000.0 , 9935000.0 , 5739.21112792 , 2.295% , -1.000% , 1.347%
627 2019-06-14 Fri , 9935000.0 , 10514000.0 , 9859000.0 , 10462000.0 , 8254.26870027 , 5.828% , -0.765% , 5.304%
628 2019-06-15 Sat , 10462000.0 , 10600000.0 , 10311000.0 , 10528000.0 , 6509.17413273 , 1.319% , -1.443% , 0.631%
629 2019-06-16 Sun , 10523000.0 , 11150000.0 , 10451000.0 , 10710000.0 , 12029.90223717 , 5.958% , -0.684% , 1.777%
630 2019-06-17 Mon , 10710000.0 , 11187000.0 , 10694000.0 , 11055000.0 , 8591.80232045 , 4.454% , -0.149% , 3.221%
631 2019-06-18 Tue , 11055000.0 , 11100000.0 , 10750000.0 , 10902000.0 , 7165.30905941 , 0.407% , -2.759% , -1.384%
632 2019-06-19 Wed , 10901000.0 , 11100000.0 , 10845000.0 , 11063000.0 , 5153.06082226 , 1.826% , -0.514% , 1.486%
633 2019-06-20 Thu , 11064000.0 , 11421000.0 , 10931000.0 , 11349000.0 , 8734.01302562 , 3.227% , -1.202% , 2.576%
